https://tudatalib.ulb.tu-darmstadt.de/handle/tudatalib/2478

Quelle	Autor	Titel	Jahr	Journal	Typ	DOI	Gelesen?	Empirisch?	Ausschlusspunkt	Ausschlussgrund	Kommentar	Feld	Thema	HMD	Interaction device	No Participants	Low Abstraction	Medium	High	Exactly like RE	Similar to RE	Different to RE	Training	No Training	Walking	Balance	Navigation / Orientation	Searching / Identifying	Reaching	Picking / Manual object interaction	Cognitive / Memory tasks	Spatial Perception	Quantitative	Qualitative	Experiment	Secondary research 	Subjective feedback	Consistent	Better	Worse
WOS	"Jurkojc, Jacek; Wodarski, Piotr; Bieniek, Andrzej; Gzik, Marek; Michnik, Robert"	Influence of changing frequency and various sceneries on stabilometric parameters and on the effect of adaptation in an immersive 3D virtual environment	2017	ACTA OF BIOENGINEERING AND BIOMECHANICS		10.5277/ABB-00784-2016-02	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Human Biology	Visual perception																											
WOS	"Inamura, Tetsunari; Unenaka, Satoshi; Shibuya, Satoshi; Ohki, Yukari; Oouchida, Yutaka; Izumi, Shin-ichi"	Development of VR platform for cloud-based neurorehabilitation and its application to research on sense of agency and ownership	2017	ADVANCED ROBOTICS		10.1080/01691864.2016.1264885	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Body Illusion																											
WOS	"Dennison, Mark Stephen; D'Zmura, Michael"	Cybersickness without the wobble: Experimental results speak against postural instability theory	2017	APPLIED ERGONOMICS		10.1016/j.apergo.2016.06.014	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Human Biology	Cybersickness / Fatigue																											
WOS	"Moro, Christian; Stromberga, Zane; Stirling, Allan"	Virtualisation devices for student learning: Comparison between desktop-based (Oculus Rift) and mobile-based (Gear VR) virtual reality in medical and health science education	2017	AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY		10.14742/ajet.3840	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Medizin	Training	Gear VR & Oculus Rift																										
WOS	"Palmisano, Stephen; Mursic, Rebecca; Kim, Juno"	Vection and cybersickness generated by head-and-display motion in the Oculus Rift	2017	DISPLAYS		10.1016/j.displa.2016.11.001	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Human Biology	Cybersickness / Fatigue																											
WOS	"Park, Gangrae; Choi, Hyunmin; Lee, Uichin; Chin, Seongah"	Virtual figure model crafting with VR HMD and Leap Motion	2017	IMAGING SCIENCE JOURNAL		10.1080/13682199.2017.1355090	Görge	Ja	Abstract	nur Technik		Psychology / Human factors	Model design																											
WOS	"Neubauer, Daniel; Paepcke-Hjeltness, Verena; Evans, Pete; Barnhart, Betsy; Finseth, Tor"	Experiencing Technology Enabled Empathy Mapping	2017	DESIGN JOURNAL		10.1080/14606925.2017.1352966	Görge	Nein	Abstract	kein Bezug zu manueller Kommissionierung		Design	Model design																											
WOS	"Yasuda, Kazuhiro; Muroi, Daisuke; Ohira, Masahiro; Iwata, Hiroyasu"	Validation of an immersive virtual reality system for training near and far space neglect in individuals with stroke: a pilot study	2017	TOPICS IN STROKE REHABILITATION		10.1080/10749357.2017.1351069	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Rehabilitation / Treatment																											
WOS	"Roth, Thorsten; Weier, Martin; Hinkenjann, Andre; Li, Yongmin; Slusallek, Philipp"	A Quality-Centered Analysis of Eye Tracking Data in Foveated Rendering	2017	JOURNAL OF EYE MOVEMENT RESEARCH		10.16910/jemr.10.5.2	Görge	Ja	Volltext	nur Technik	evtl. Interessant: Wahrnehmung in VR	Hardwareentwicklung und Evaluation	Visual perception	Oculus Rift DK2		15																								
WOS	"Menshikova, Galina Ya.; Kovalev, Artem I.; Klimova, Oxana A.; Barabanschikova, Valentina V."	The application of virtual reality technology to testing resistance to motion sickness	2017	PSYCHOLOGY IN RUSSIA-STATE OF THE ART		10.11621/pir.2017.0310	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Cybersickness / Fatigue																											
WOS	"Saldana, Santiago J.; Marsh, Anthony P.; Rejeski, W. Jack; Haberl, Jack K.; Wu, Peggy; Rosenthal, Scott; Ip, Edward H."	Assessing balance through the use of a low-cost head-mounted display in older adults: a pilot study	2017	CLINICAL INTERVENTIONS IN AGING		10.2147/CIA.S141251	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Medizin	Balance																											
WOS	"Sidanin, Predrag; Lazic, Marko; Obradovic, Ratko"	Immersive Virtual Reality Course at the Digital Production Studies	2017	FME TRANSACTIONS		10.5937/fmet1702205S	Görge		Titel	nicht Englisch																														
WOS	"Halabi, Osama; El-Seoud, Samir A.; Alja'am, Jihad M.; Alpona, Hena; Al-Hemadi, Moza; Al-Hassan, Dabia"	Design of Immersive Virtual Reality System to Improve Communication Skills in Individuals with Autism	2017	INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING		10.3991/ijet.v12i05.6766	Görge	Ja	Abstract	nur Technik		Bildungswesen	Model design																											
WOS	"Nunnerley, Joanne; Gupta, Swati; Snell, Deborah; King, Marcus"	Training wheelchair navigation in immersive virtual environments for patients with spinal cord injury - end-user input to design an effective system	2017	DISABILITY AND REHABILITATION-ASSISTIVE TECHNOLOGY		10.1080/17483107.2016.1176259	Görge	Ja	Volltext	kein Bezug zu manueller Kommissionierung	evtl. Wheelchair Control	Medizin	Movement / Navigation	Oculus Rift	Dynamic Control wheelchair joystick	12																								
WOS	"Jimenez Fernandez-Palacios, Belen; Morabito, Daniele; Remondino, Fabio"	Access to complex reality-based 3D models using virtual reality solutions	2017	JOURNAL OF CULTURAL HERITAGE		10.1016/j.culher.2016.09.003	Görge	Ja	Abstract	nur Technik		Archäologie / Museen	Visualisation	Oculus Rift																										
WOS	"Osumi, M.; Ichinose, A.; Sumitani, M.; Wake, N.; Sano, Y.; Yozu, A.; Kumagaya, S.; Kuniyoshi, Y.; Morioka, S."	Restoring movement representation and alleviating phantom limb pain through short-term neurorehabilitation with a virtual reality system	2017	EUROPEAN JOURNAL OF PAIN		10.1002/ejp.910	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Body Illusion																											
WOS	"Ramirez Alvarado, Maria del Mar; Navarrete-Cardero, Luis"	Innovative Experiences in Interactive Devices applied to videogames: The Oculus Rift Case	2017	ADCOMUNICA-REVISTA CIENTIFICA DE ESTRATEGIAS TENDENCIAS E INNOVACION EN COMMUNICACION		10.6035/2174-0992.2017.13.12	Görge		Titel	nicht Englisch																														
WOS	"Alshaer, Abdulaziz; Regenbrecht, Holger; O'Hare, David"	Immersion factors affecting perception and behaviour in a virtual reality power wheelchair simulator	2017	APPLIED ERGONOMICS		10.1016/j.apergo.2016.05.003	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Ergonomie	Movement / Navigation																											
WOS	"Jones, Ted; Moore, Todd; Choo, James"	The Impact of Virtual Reality on Chronic Pain	2016	PLOS ONE		10.1371/journal.pone.0167523	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Perception of Pain / Discomfort																											
WOS	"Slater, Mel; Sanchez-Vives, Maria V."	Enhancing Our Lives with Immersive Virtual Reality	2016	FRONTIERS IN ROBOTICS AND AI		10.3389/frobt.2016.00074	Görge	Nein	Abstract	Review																														
WOS	"Ahn, Yong-Deok; Kang, Suk-Ju"	Overlapped-Area Removal-Based Image Interpolation for Head-Mounted Displays	2016	JOURNAL OF DISPLAY TECHNOLOGY		10.1109/JDT.2016.2617889	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Visualisation																											
WOS	"Bordegoni, Monica; Covarrubias, Mario; Caruso, Giandomenico; Cugini, Umberto"	Freehand Gesture and Tactile Interaction for Shape Design	2016	JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING		10.1115/1.4033230	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Visualisation																											
WOS	"Foerster, Rebecca M.; Poth, Christian H.; Behler, Christian; Botsch, Mario; Schneider, Werner X."	Using the virtual reality device Oculus Rift for neuropsychological assessment of visual processing capabilities	2016	SCIENTIFIC REPORTS		10.1038/srep37016	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Measurement of body functions	Oculus Rift																										
WOS	"Popovski, Filip; Nedelkovski, Igor; Mijakovska, Svetlana; Nalevska, Gorica Popovska"	Interactive Scientific Visualization in 3D Virtual Reality Model	2016	TEM JOURNAL-TECHNOLOGY EDUCATION MANAGEMENT INFORMATICS		10.18421/TEM54-04	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Visualisation																											
WOS	"Olszewski, Kyle; Lim, Joseph J.; Saito, Shunsuke; Li, Hao"	High-Fidelity Facial and Speech Animation for VR HMDs	2016	ACM TRANSACTIONS ON GRAPHICS		10.1145/2980179.2980252	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Visualisation																											
WOS	"Patney, Anjul; Salvi, Marco; Kim, Joohwan; Kaplanyan, Anton; Wyman, Chris; Benty, Nir; Luebke, David; Lefohn, Aaron"	Towards Foveated Rendering for Gaze-Tracked Virtual Reality	2016	ACM TRANSACTIONS ON GRAPHICS		10.1145/2980179.2980246	Görge	Ja	Abstract	nur Technik		Softwareentwicklung	Visualisation																											
WOS	"Coxon, Matthew; Kelly, Nathan; Page, Sarah"	Individual differences in virtual reality: Are spatial presence and spatial ability linked?	2016	VIRTUAL REALITY		10.1007/s10055-016-0292-x	Görge	Ja	Volltext	kein Bezug zu manueller Kommissionierung	evtl. Vergleich räumliche Wahrnehmung	Human Biology	Visual perception	Oculus Rift DK2	None	50																								
WOS	"Silva, Gustavo R.; Donat, Julia C.; Rigoli, Marcelo M.; de Oliveira, Fernando R.; Kristensen, Christian H."	A questionnaire for measuring presence in virtual environments: factor analysis of the presence questionnaire and adaptation into Brazilian Portuguese	2016	VIRTUAL REALITY		10.1007/s10055-016-0295-7	Görge	Ja	Abstract	nur Technik		Psychology / Human factors	Measurement of body functions																											
WOS	"McGill, Mark; Williamson, John H.; Brewster, Stephen"	Examining The Role of Smart TVs and VR HMDs in Synchronous At-a-Distance Media Consumption	2016	ACM TRANSACTIONS ON COMPUTER-HUMAN INTERACTION		10.1145/2983530	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Collaboration / Interaction																											
WOS	"Ritz, Leah T.; Buss, Alan R."	A Framework for Aligning Instructional Design Strategies with Affordances of CAVE Immersive Virtual Reality Systems	2016	TECHTRENDS		10.1007/s11528-016-0085-9	Görge	Ja	Abstract	kein VR		Softwareentwicklung	Model design																											
WOS	"Pritchard, Stephen C.; Zopf, Regine; Polito, Vince; Kaplan, David M.; Williams, Mark A."	Non-hierarchical Influence of Visual Form, Touch, and Position Cues on Embodiment, Agency, and Presence in Virtual Reality	2016	FRONTIERS IN PSYCHOLOGY		10.3389/fpsyg.2016.01649	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Body Illusion	Oculus Rift																										
WOS	"Gleasure, Rob; Feller, Joseph"	A Rift in the Ground: Theorizing the Evolution of Anchor Values in Crowdfunding Communities through the Oculus Rift Case Study	2016	JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS		0	Görge	Nein	Abstract	kein VR		Retail / Marketing	Perception of prodcuts / Advertisement																											
WOS	"Quinlivan, Brendan; Butler, John S.; Beiser, Ines; Williams, Laura; McGovern, Eavan; O'Riordan, Sean; Hutchinson, Michael; Reilly, Richard B."	Application of virtual reality head mounted display for investigation of movement: a novel effect of orientation of attention	2016	JOURNAL OF NEURAL ENGINEERING		10.1088/1741-2560/13/5/056006	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Human Biology	Measurement of body functions																											
WOS	"Weier, Martin; Roth, Thorsten; Kruijff, Ernst; Hinkenjann, Andre; Perard-Gayot, Arsene; Slusallek, Philipp; Li, Yongmin"	Foveated Real-Time Ray Tracing for Head-Mounted Displays	2016	COMPUTER GRAPHICS FORUM		10.1111/cgf.13026	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Visualisation	Oculus Rift																										
WOS	"Jang, Woncheol; Shin, Joon-Ho; Kim, Mingyu; Kim, Kwanguk (Kenny)"	Human field of regard, field of view, and attention bias	2016	COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE		10.1016/j.cmpb.2016.07.026	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Human Biology	Measurement of body functions																											
WOS	Cochrane, Thomas	Mobile VR in Education: From the Fringe to the Mainstream	2016	INTERNATIONAL JOURNAL OF MOBILE AND BLENDED LEARNING		10.4018/IJMBL.2016100104	Görge	Nein	Abstract	nur Technik		Bildungswesen	Image of VR / Use of VR																											
WOS	"Shin, Jongkyu; An, Gwangseok; Park, Joon-Sang; Baek, Seung Jun; Lee, Kyogu"	Application of precise indoor position tracking to immersive virtual reality with translational movement support	2016	MULTIMEDIA TOOLS AND APPLICATIONS		10.1007/s11042-016-3520-1	Görge	Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Hardware development																											
WOS	Kim, Jinmo	Modeling and Optimization of a Tree Based on Virtual Reality for Immersive Virtual Landscape Generation	2016	SYMMETRY-BASEL		10.3390/sym8090093	Görge	Nein	Abstract	VR nur als Methode		Softwareentwicklung	Visualisation	Oculus Rift																										
WOS	"Parmar, Dhaval; Bertrand, Jeffrey; Babu, Sabarish V.; Madathil, Kapil; Zelaya, Melissa; Wang, Tianwei; Wagner, John; Gramopadhye, Anand K.; Frady, Kristin"	A comparative evaluation of viewing metaphors on psychophysical skills education in an interactive virtual environment	2016	VIRTUAL REALITY		10.1007/s10055-016-0287-7	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Psychology / Human factors	Training																											
WOS	"Menzies, R. J.; Rogers, S. J.; Phillips, A. M.; Chiarovano, E.; de Waele, C.; Verstraten, F. A. J.; MacDougall, H."	An objective measure for the visual fidelity of virtual reality and the risks of falls in a virtual environment	2016	VIRTUAL REALITY		10.1007/s10055-016-0288-6	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Psychology / Human factors	Presence	Gear VR & Oculus Rift & Google Cardboard																										
WOS	"Wang, Yunqi; Liu, Weiqi; Meng, Xiangxiang; Fu, Hanyi; Zhang, Daliang; Kang, Yusi; Feng, Rui; Wei, Zhonglun; Zhu, Xiuqing; Jiang, Guohua"	Development of an immersive virtual reality head-mounted display with high performance	2016	APPLIED OPTICS		10.1364/AO.55.006969	Görge	Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Hardware development																											
WOS	"Serafin, Stefania; Erkut, Cumhur; Kojs, Juraj; Nilsson, Niels C.; Nordahl, Rolf"	Virtual Reality Musical Instruments: State of the Art, Design Principles, and Future Directions	2016	COMPUTER MUSIC JOURNAL		10.1162/COMJ_a_00372	Görge	Nein	Abstract	kein Bezug zu manueller Kommissionierung		Musik	Image of VR / Use of VR																											
WOS	"Dennison, Mark S.; Wisti, A. Zachary; D'Zmura, Michael"	Use of physiological signals to predict cybersickness	2016	DISPLAYS		10.1016/j.displa.2016.07.002	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Cybersickness / Fatigue																											
WOS	"Newbutt, Nigel; Sung, Connie; Kuo, Hung-Jen; Leahy, Michael J.; Lin, Chien-Chun; Tong, Boyang"	Brief Report: A Pilot Study of the Use of a Virtual Reality Headset in Autism Populations	2016	JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS		10.1007/s10803-016-2830-5	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Image of VR / Use of VR																											
WOS	"Chen, Zhidong; Sang, Xinzhu; Lin, Qiaojuan; Li, Jin; Yu, Xunbo; Gao, Xin; Yan, Binbin; Yu, Chongxiu; Dou, Wenhua; Xiao, Liquan"	Acceleration for computer-generated hologram in head-mounted display with effective diffraction area recording method for eyes	2016	CHINESE OPTICS LETTERS		10.3788/COL201614.080901	Görge	Nein	Abstract	kein VR		Hardwareentwicklung und Evaluation	Visualisation																											
WOS	"Borrego, Adrin; Latorre, Jorge; Llorens, Roberto; Alcaniz, Mariano; Noe, Enrique"	Feasibility of a walking virtual reality system for rehabilitation: objective and subjective parameters	2016	JOURNAL OF NEUROENGINEERING AND REHABILITATION		10.1186/s12984-016-0174-1	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Hardwareentwicklung und Evaluation	Movement / Navigation																											
WOS	"Blissing, Bjorn; Bruzelius, Fredrik; Eriksson, Olle"	Effects of Visual Latency on Vehicle Driving Behavior	2016	ACM TRANSACTIONS ON APPLIED PERCEPTION		10.1145/2971320	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Softwareentwicklung	Visual perception																											
WOS	Chen, Yu-Li	The Effects of Virtual Reality Learning Environment on Student Cognitive and Linguistic Development	2016	ASIA-PACIFIC EDUCATION RESEARCHER		10.1007/s40299-016-0293-2	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Bildungswesen	Training																											
WOS	"Kinateder, Max; Warren, William H."	Social Influence on Evacuation Behavior in Real and Virtual Environments	2016	FRONTIERS IN ROBOTICS AND AI		10.3389/frobt.2016.00043	Görge	Ja	Abstract	VR nur als Methode		Psychology / Human factors	Collaboration / Interaction																											
WOS	"Gautier, Estelle Jean dit; Bot-Robin, Virginie; Libessart, Aurelien; Doucede, Guillaume; Cosson, Michel; Rubod, Chrystele"	Design of a Serious Game for Handling Obstetrical Emergencies	2016	JMIR SERIOUS GAMES		10.2196/games.5526	Görge	Nein	Abstract	nur Technik		Medizin	Training	Oculus Rift																										
WOS	"Sun, Qi; Wei, Li-Yi; Kaufman, Arie"	Mapping Virtual and Physical Reality	2016	ACM TRANSACTIONS ON GRAPHICS		10.1145/2897824.2925883	Görge	Ja	Volltext	nur Technik	evtl. Vergleich Laufen	Softwareentwicklung	Movement / Navigation	Oculus Rift DK2		7																								
WOS	"Thomas, James S.; France, Christopher R.; Applegate, Megan E.; Leitkam, Samuel T.; Pidcoe, Peter E.; Walkowski, Stevan"	Effects of Visual Display on Joint Excursions Used to Play Virtual Dodgeball	2016	JMIR SERIOUS GAMES		10.2196/games.6476	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Medizin	Evaluation of VR systems																											
WOS	Sohn, Bong-Soo	Design and Comparison of Immersive Gesture Interfaces for HMD Based Virtual World Navigation	2016	IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS		10.1587/transinf.2016EDL8028	Görge	Ja	Abstract	nur Technik		Softwareentwicklung	Control of VR / Human-Computer Interface																											
