Title,Rank,Impact_Factor,5_Yr_IF,Half_Life,Percentage_Citable,Avg_IF_Percentile
acm transactions on interactive intelligent systems,7241,1.63,,3.8,100.0,36.397
heart & lung,7241,1.63,1.886,8.7,89.53,35.068
journal of sociolinguistics,7241,1.63,2.096,11.9,73.08,77.273
journal of strain analysis for engineering design,7241,1.63,1.323,11.5,97.22,46.04
journal of clinical apheresis,7245,1.629,2.13,6.4,90.0,20.395
scientific american,7245,1.629,1.425,27.4,100.0,44.366
journal of dairy research,7247,1.628,1.657,14.7,93.98,48.795
journal of anesthesia,7247,1.628,1.564,5.8,88.37,20.313
journal of language and politics,7247,1.628,1.339,5.6,97.56,76.738
spatial economic analysis,7247,1.628,1.932,8.2,100.0,59.973
ai magazine,7251,1.627,1.742,12.9,100.0,35.662
iawa journal,7251,1.627,1.966,13.8,97.5,50.735
ieee computer graphics and applications,7251,1.627,2.395,14.9,100.0,53.241
journal of contemporary brachytherapy,7251,1.627,1.475,3.4,96.2,17.923
revista iberoamericana de micologia,7251,1.627,1.512,7.7,93.75,22.414
ieee transactions on magnetics,7256,1.626,1.489,9.6,99.84,36.022
mathematical methods in the applied sciences,7256,1.626,1.466,3.6,100.0,74.423
amfiteatru economic,7258,1.625,1.036,4.4,98.11,35.505
behavioral disorders,7258,1.625,2.099,10.4,94.74,51.811
cambridge journal of mathematics,7258,1.625,,4.3,100.0,88.735
italian journal of geosciences,7258,1.625,1.932,4.8,100.0,33.75
journal of environmental pathology toxicology and oncology,7258,1.625,1.63,11.9,96.88,10.326
limnology,7258,1.625,1.338,10.8,93.55,61.364
natural language & linguistic theory,7258,1.625,1.639,13.7,100.0,76.203
pharmacology,7258,1.625,1.578,10.6,100.0,16.481
prostate international,7258,1.625,,3.6,85.71,27.647
race and justice,7258,1.625,,4.7,100.0,59.547
scientia agricola,7258,1.625,2.156,9.5,100.0,75.0
clinical biomechanics,7269,1.624,2.086,11.4,96.51,33.0
comptes rendus palevol,7269,1.624,1.672,7.9,100.0,57.273
journal of bioactive and compatible polymers,7269,1.624,1.535,8.7,94.12,23.514
journal of geophysics and engineering,7269,1.624,1.615,4.3,100.0,45.294
physiotherapy theory and practice,7269,1.624,1.727,5.8,94.17,43.382
transplant immunology,7269,1.624,1.557,7.9,98.15,22.429
professional geographer,7275,1.623,2.183,12.4,100.0,39.881
physical review accelerators and beams,7275,1.623,1.597,2.4,98.91,40.472
service science,7275,1.623,1.932,5.2,100.0,22.856
international journal of low-carbon technologies,7278,1.622,,5.4,95.08,28.56
journal of plastic film & sheeting,7278,1.622,1.543,8.3,64.71,26.19
environmental geotechnics,7280,1.621,1.765,3.1,100.0,19.231
journal of cosmetic dermatology,7280,1.621,2.036,5.0,90.49,34.559
transformations in business & economics,7280,1.621,0.944,2.7,98.9,40.408
frontiers of earth science,7283,1.62,1.49,4.7,100.0,33.25
journal of child language,7283,1.62,1.882,14.8,100.0,49.729
land economics,7283,1.62,2.339,16.0,100.0,39.135
mathematics and computers in simulation,7283,1.62,1.638,10.2,100.0,52.974
nuclear engineering and design,7283,1.62,1.57,9.2,98.28,77.941
rand journal of economics,7283,1.62,2.243,18.7,100.0,59.164
journal of urban affairs,7289,1.619,2.004,9.0,98.21,34.524
particulate science and technology,7289,1.619,1.544,4.4,93.58,36.713
social psychology of education,7289,1.619,2.215,7.3,96.72,45.833
current opinion in supportive and palliative care,7292,1.618,2.348,5.5,0.0,26.961
growth hormone & igf research,7292,1.618,1.956,9.5,76.67,11.888
heart and vessels,7292,1.618,1.442,4.2,100.0,21.346
skeletal radiology,7292,1.618,1.708,8.7,73.02,32.553
journal of applied biomechanics,7296,1.617,1.655,8.9,97.87,28.519
critical studies in media communication,7297,1.616,1.452,10.0,100.0,53.804
international journal of clinical pharmacy,7297,1.616,2.054,4.5,91.33,16.111
journal of broadcasting & electronic media,7297,1.616,2.571,11.9,100.0,53.804
palaeontologia electronica,7297,1.616,1.694,18.3,100.0,55.455
indian journal of hematology and blood transfusion,7301,1.615,0.925,3.6,89.69,19.079
journal of sports economics,7301,1.615,1.527,8.9,100.0,43.152
advances in life course research,7303,1.614,1.896,6.6,100.0,61.574
euphytica,7303,1.614,1.883,12.2,96.63,60.882
globalizations,7303,1.614,1.668,5.0,100.0,62.103
international journal of paleopathology,7303,1.614,1.504,3.8,95.0,43.164
journal of perinatal medicine,7303,1.614,1.655,8.5,92.47,35.618
nurse education in practice,7303,1.614,2.017,5.3,90.4,65.175
nurse education in practice,7303,1.614,2.017,5.3,90.4,65.175
second language research,7303,1.614,1.694,11.0,100.0,63.708
systematic and applied acarology,7303,1.614,1.343,2.9,98.81,66.832
antiquity,7312,1.613,1.8,10.5,88.81,70.556
celestial mechanics & dynamical astronomy,7312,1.613,1.97,15.4,100.0,43.514
surface topography-metrology and properties,7312,1.613,,3.4,98.04,34.942
tropical conservation science,7312,1.613,1.714,4.9,94.29,44.915
applied nursing research,7316,1.612,1.838,5.9,97.44,64.355
applied nursing research,7316,1.612,1.838,5.9,97.44,64.355
discourse processes,7316,1.612,2.053,15.9,97.56,38.463
group decision and negotiation,7316,1.612,1.736,7.6,100.0,41.476
forensic science medicine and pathology,7320,1.611,1.899,5.6,86.67,48.518
international journal of heritage studies,7320,1.611,1.661,7.8,98.73,58.796
canadian journal of surgery,7322,1.61,2.27,10.1,86.36,39.286
environmental engineering science,7322,1.61,1.875,7.8,97.37,22.075
emergency medicine australasia,7324,1.609,1.576,6.0,76.34,46.774
hastings center report,7325,1.608,1.556,10.0,97.87,54.467
hastings center report,7325,1.608,1.556,10.0,97.87,54.467
njas-wageningen journal of life sciences,7325,1.608,2.785,9.0,100.0,73.276
compare-a journal of comparative and international education,7328,1.607,1.658,6.8,98.31,51.901
current opinion in otolaryngology & head and neck surgery,7328,1.607,1.724,8.6,0.0,46.429
farmacia,7328,1.607,1.326,3.7,88.67,15.741
feminist media studies,7328,1.607,,5.3,100.0,63.037
geodinamica acta,7328,1.607,1.812,15.5,100.0,32.75
proceedings of the institution of mechanical engineers part e-journal of process mechanical engineering,7333,1.606,1.567,4.0,97.12,35.769
american journal of mens health,7334,1.605,1.729,3.1,91.8,46.176
computational and theoretical chemistry,7334,1.605,1.43,4.6,100.0,20.44
machine vision and applications,7334,1.605,2.0,6.5,98.84,36.614
british journal of educational studies,7337,1.604,2.272,10.9,100.0,51.521
frontiers of information technology & electronic engineering,7337,1.604,1.379,2.5,87.79,38.819
international labour review,7337,1.604,1.586,11.4,100.0,50.011
paediatrics and international child health,7337,1.604,2.046,4.3,72.73,41.797
advances in data analysis and classification,7341,1.603,1.888,5.4,100.0,66.532
clean-soil air water,7341,1.603,1.748,6.5,90.16,32.089
journal of african earth sciences,7341,1.603,1.87,9.3,97.79,32.25
rendiconti lincei-scienze fisiche e naturali,7341,1.603,1.361,3.9,99.05,42.958
proceedings of the institution of mechanical engineers part o-journal of risk and reliability,7345,1.602,1.622,4.7,97.53,39.162
western journal of nursing research,7345,1.602,1.828,9.0,87.21,63.536
western journal of nursing research,7345,1.602,1.828,9.0,87.21,63.536
american behavioral scientist,7348,1.601,2.622,10.9,98.95,48.592
biologia plantarum,7348,1.601,1.898,11.6,94.44,51.496
international journal of occupational safety and ergonomics,7348,1.601,1.448,6.0,100.0,36.857
oral surgery oral medicine oral pathology oral radiology,7348,1.601,1.81,13.5,83.53,44.505
acm transactions on computer systems,7352,1.6,4.918,17.0,100.0,57.87
current molecular medicine,7352,1.6,2.388,7.8,81.94,21.377
hague journal on the rule of law,7352,1.6,1.079,8.2,100.0,73.701
international journal of computer mathematics,7352,1.6,1.364,7.1,95.62,73.654
international multilingual research journal,7352,1.6,,4.9,100.0,62.87
mediterranean journal of hematology and infectious diseases,7352,1.6,,5.4,77.42,16.14
numerical heat transfer part b-fundamentals,7352,1.6,1.602,12.6,97.62,34.267
politics and governance,7352,1.6,,2.5,100.0,59.722
acm transactions on internet technology,7360,1.598,2.098,5.0,100.0,39.494
flavour and fragrance journal,7360,1.598,1.957,13.2,93.62,39.974
international journal of cultural policy,7360,1.598,1.793,7.8,100.0,87.778
journal of foot and ankle research,7360,1.598,1.983,6.0,82.46,37.195
higher education policy,7364,1.597,1.503,9.1,100.0,50.76
international journal of older people nursing,7364,1.597,,6.4,92.0,47.759
international journal of older people nursing,7364,1.597,,6.4,92.0,47.759
journal of animal physiology and animal nutrition,7364,1.597,1.74,6.3,98.52,65.943
chromatographia,7368,1.596,1.415,10.9,85.52,23.728
journal of adolescent research,7368,1.596,2.252,14.2,100.0,38.312
journal of development studies,7368,1.596,2.111,9.5,98.0,51.604
journal of health communication,7368,1.596,2.358,7.2,98.57,51.996
medicina oral patologia oral y cirugia bucal,7368,1.596,1.827,7.4,78.3,43.407
southern california law review,7368,1.596,1.513,13.0,100.0,73.052
annals of dyslexia,7374,1.595,1.872,14.5,100.0,64.076
geological journal,7374,1.595,1.855,5.9,99.11,31.75
journal of ambient intelligence and smart environments,7374,1.595,1.275,4.1,96.43,30.136
journal of financial econometrics,7374,1.595,2.523,10.8,100.0,52.751
journal of sensors,7374,1.595,1.822,3.6,95.1,38.466
mammalian biology,7374,1.595,1.735,6.6,96.26,68.155
pain management nursing,7374,1.595,2.042,5.9,78.82,61.896
pain management nursing,7374,1.595,2.042,5.9,78.82,61.896
clinical spine surgery,7382,1.594,1.694,2.6,87.58,27.914
journal of housing economics,7382,1.594,1.959,10.0,100.0,44.845
journal of hydrologic engineering,7382,1.594,1.946,8.6,97.66,32.863
journal of multicultural counseling and development,7382,1.594,1.837,12.2,100.0,37.5
pediatric dentistry,7382,1.594,2.116,11.6,87.27,41.662
physical communication,7382,1.594,1.84,3.1,100.0,31.186
transactions on emerging telecommunications technologies,7382,1.594,1.422,2.8,100.0,27.222
advances in anatomy embryology and cell biology,7389,1.593,2.107,6.3,0.0,28.132
bmc urology,7390,1.592,1.818,4.7,85.51,26.471
dynamics of atmospheres and oceans,7390,1.592,1.599,11.2,100.0,38.028
geographical research,7390,1.592,1.876,6.7,92.86,38.69
applied cognitive psychology,7393,1.591,1.917,11.1,96.49,31.609
applications in plant sciences,7393,1.591,1.914,4.2,100.0,51.068
experimental brain research,7393,1.591,1.842,14.0,97.93,13.469
flora,7393,1.591,1.616,9.0,95.36,43.838
journal of economic behavior & organization,7393,1.591,2.24,9.5,100.0,57.278
research on language and social interaction,7393,1.591,2.304,11.3,94.12,53.934
respiratory physiology & neurobiology,7393,1.591,1.673,11.0,98.67,17.443
revista espanola de enfermedades digestivas,7393,1.591,1.69,5.0,94.12,8.523
avian diseases,7401,1.59,1.547,15.0,97.8,70.07
journal of algebraic geometry,7401,1.59,1.765,14.9,100.0,88.426
journal of behavioral health services & research,7401,1.59,1.811,7.8,97.92,34.619
journal of behavioral health services & research,7401,1.59,1.811,7.8,97.92,34.619
journal of the royal statistical society series c-applied statistics,7401,1.59,1.693,27.2,100.0,65.726
primates,7401,1.59,1.455,16.5,96.23,67.56
european law journal,7407,1.589,2.017,10.3,100.0,72.403
spin,7407,1.589,1.328,4.0,100.0,34.74
welding in the world,7407,1.589,1.482,5.4,98.75,56.329
aquatic biology,7410,1.588,2.122,8.5,94.12,57.075
data base for advances in information systems,7410,1.588,1.409,13.6,100.0,52.299
ieee transactions on computational intelligence and ai in games,7410,1.588,1.211,7.1,,41.496
journal of financial services research,7413,1.587,1.873,10.4,100.0,46.759
nonlinear analysis-theory methods & applications,7413,1.587,1.59,10.5,100.0,80.693
environmental entomology,7415,1.586,1.813,13.8,95.76,65.842
educational psychology,7415,1.586,2.012,9.5,100.0,46.44
pure and applied geophysics,7415,1.586,1.697,12.2,98.25,42.941
bmc medical genetics,7418,1.585,1.797,6.8,95.02,22.316
chinese medical journal,7418,1.585,1.43,6.6,86.41,46.97
horticulture environment and biotechnology,7418,1.585,1.606,4.6,93.26,68.056
journal of gender studies,7418,1.585,1.483,5.9,98.59,60.101
journal of astronomical telescopes instruments and systems,7418,1.585,2.762,3.5,99.14,41.504
journal of research on technology in education,7418,1.585,,9.5,95.65,50.0
real estate economics,7418,1.585,1.507,11.6,100.0,44.201
annals of thoracic and cardiovascular surgery,7425,1.584,0.96,7.3,93.75,31.542
sexual health,7425,1.584,1.625,5.1,81.25,30.251
sexual health,7425,1.584,1.625,5.1,81.25,30.251
caribbean journal of science,7428,1.583,1.226,16.4,100.0,43.22
knowledge management research & practice,7428,1.583,1.83,6.0,100.0,36.969
assembly automation,7430,1.582,1.896,6.9,100.0,28.357
current drug delivery,7430,1.582,1.752,5.7,72.5,15.37
european journal of plant pathology,7430,1.582,1.732,8.6,96.76,58.094
journal of computer information systems,7430,1.582,1.815,8.6,97.44,27.244
gastroenterologia y hepatologia,7434,1.581,1.291,6.1,64.0,7.386
industrial relations,7434,1.581,1.412,15.2,93.33,38.333
international journal of circuit theory and applications,7434,1.581,1.304,4.5,100.0,34.774
journal of food protection,7434,1.581,1.765,12.6,93.98,26.182
mobilities,7434,1.581,2.386,7.0,100.0,30.236
ecological research,7439,1.58,1.744,9.8,98.85,36.012
nature conservation-bulgaria,7439,1.58,1.746,2.9,86.11,41.525
profesional de la informacion,7439,1.58,1.42,3.7,93.7,49.185
archaeological prospection,7442,1.579,1.45,8.9,96.55,31.25
iise transactions,7442,1.579,1.598,2.1,97.67,34.846
journal of the physical society of japan,7442,1.579,1.441,16.7,99.48,46.471
evaluation & the health professions,7445,1.578,1.912,10.2,86.36,28.964
evaluation & the health professions,7445,1.578,1.912,10.2,86.36,28.964
economic systems,7445,1.578,2.028,6.0,100.0,56.739
international journal of science and mathematics education,7445,1.578,1.598,5.5,98.89,49.62
journal of pediatric urology,7445,1.578,1.772,5.0,92.05,32.764
basic and applied social psychology,7450,1.577,2.718,13.2,96.0,36.719
current problems in surgery,7450,1.577,2.141,11.8,0.0,38.333
geografisk tidsskrift-danish journal of geography,7450,1.577,1.371,8.8,100.0,27.301
journal of econometrics,7450,1.577,2.768,17.0,99.35,54.299
journal of econometrics,7450,1.577,2.768,17.0,99.35,54.299
journal of heuristics,7450,1.577,2.014,10.2,100.0,44.833
swiss journal of geosciences,7450,1.577,1.473,8.2,100.0,30.75
advances in cement research,7457,1.576,1.554,11.2,100.0,35.119
accounting horizons,7457,1.576,2.648,12.3,97.06,44.907
journal of cancer education,7457,1.576,1.688,5.2,96.39,29.312
european journal of contraception and reproductive health care,7460,1.575,1.864,6.1,82.61,29.652
ieee transactions on nuclear science,7460,1.575,1.479,11.0,100.0,54.699
journal of microscopy,7460,1.575,1.629,14.0,96.97,45.0
journal of economic methodology,7460,1.575,,9.5,92.0,56.199
journal of renewable and sustainable energy,7460,1.575,1.611,4.6,94.68,14.759
experimental animals,7465,1.574,1.602,8.6,91.23,68.165
journal of mathematics teacher education,7465,1.574,,9.9,100.0,49.24
mechanics of time-dependent materials,7465,1.574,1.461,8.4,100.0,48.156
methods of information in medicine,7465,1.574,1.45,9.8,94.12,22.103
thermal science,7465,1.574,1.475,3.5,98.77,31.967
acta odontologica scandinavica,7470,1.573,1.785,12.6,88.24,41.209
comparative immunology microbiology and infectious diseases,7470,1.573,1.901,8.2,95.17,32.768
international journal of electrochemical science,7470,1.573,1.56,5.2,97.27,20.37
journal of turbulence,7470,1.573,1.717,8.8,100.0,36.581
journal of applied analysis and computation,7470,1.573,1.478,2.6,100.0,72.885
palaeobiodiversity and palaeoenvironments,7470,1.573,1.567,4.9,100.0,45.824
annals of animal science,7476,1.572,1.325,4.1,82.43,59.524
applied linguistics review,7477,1.571,2.139,4.5,100.0,73.529
ecological complexity,7477,1.571,1.862,8.3,98.0,35.417
gynecological endocrinology,7477,1.571,1.615,5.9,87.56,18.879
journal of global information technology management,7477,1.571,1.609,9.3,100.0,48.851
molecular and biochemical parasitology,7477,1.571,1.858,15.5,88.0,27.195
ultrasonic imaging,7477,1.571,1.638,21.8,100.0,35.113
crop & pasture science,7483,1.57,1.792,5.8,96.33,71.552
journal of forecasting,7483,1.57,1.486,12.6,100.0,39.138
minnesota law review,7483,1.57,1.593,9.8,97.44,71.753
plant pathology journal,7483,1.57,1.775,6.1,98.59,60.669
scandinavian journal of psychology,7483,1.57,1.813,10.3,98.57,57.609
occupational medicine-oxford,7488,1.569,2.135,9.7,91.14,31.347
high performance polymers,7489,1.568,1.568,5.3,98.39,35.393
performance evaluation,7490,1.567,1.901,8.9,100.0,46.405
aci structural journal,7491,1.566,1.924,14.6,99.31,36.086
journal of empirical finance,7491,1.566,1.891,10.3,100.0,49.821
leisure studies,7491,1.566,2.349,9.1,100.0,25.893
microbiology and immunology,7491,1.566,1.768,12.3,90.2,14.134
nano,7491,1.566,1.307,3.7,94.64,25.578
international & comparative law quarterly,7496,1.565,1.521,14.3,97.3,71.104
journal of economic interaction and coordination,7496,1.565,1.478,4.7,100.0,55.391
journal of work and organizational psychology-revista de psicologia del trabajo y de las organizaciones,7496,1.565,,6.2,100.0,36.31
